Slovoforma,lemma,part_of_speech,letters_in_slovoforma,slogi_slovoforma,rang_frequency_NKRIA,IA_DWELL_TIME_%,IA_AVERAGE_FIX_PUPIL_SIZE,IA_FIRST_FIXATION_DURATION,IA_FIRST_FIXATION_TIME,IA_FIRST_FIX_PROGRESSIVE,IA_FIRST_RUN_FIXATION_%,IA_REGRESSION_IN,IA_REGRESSION_OUT,IA_REGRESSION_PATH_DURATION,TRIAL_FIXATION_COUNT,sex,grade
пчёлка,пчелка,S,6,2,2,0.0409,1068,404,7472,1,0.0312,0,0,404,32,f,2
делает,делать,V,6,3,5,0.031,1535.5,112,7312,0,0.0317,0,0,406,63,f,3
красные,красный,A,7,3,5,0.0242,949,124,16370,1,0.0395,0,0,406,76,f,2
мышке,мышка,S,5,2,1,0.0339,1306,186,1148,0,0.0455,0,0,406,44,f,3
снова,снова,ADV,5,2,5,0.0097,1657,188,29858,0,0.0069,0,0,844,145,f,1
снова,снова,ADV,5,2,5,0.0121,1581.5,194,21918,1,0.0119,0,1,1280,84,m,1
что,что,CON,3,1,5,0.0066,819.5,208,14060,0,0.0088,0,0,406,226,f,3
собака,собака,S,6,3,5,0.0128,971,232,8346,0,0.0189,0,0,406,106,m,2
сразу,сразу,ADV,5,2,4,0.0103,1007,234,31714,1,0.0063,0,1,936,158,m,1
мальчики,мальчик,S,8,3,4,0.0252,2336,238,3384,0,0.0274,0,0,406,73,m,3
управляют,управлять,V,9,4,3,0.0288,992,260,8474,0,0.0278,0,0,406,72,m,2
сиди,сидеть,V,4,2,3,0.0122,824,406,25186,1,0.0072,0,0,406,138,m,2
сразу,сразу,ADV,5,2,4,0.0122,878,406,31970,1,0.0072,0,0,406,138,m,2
сел,садиться,V,3,1,4,0.0069,1150,406,1458,0,0.0056,0,0,406,179,f,1
может,может,PART,5,2,4,0.0105,1316,406,38376,0,0.0069,1,0,406,145,m,3
конь,конь,S,4,1,4,0.0198,1151,406,724,0,0.0135,0,0,406,74,f,3
летом,лето,ADV,5,2,5,0.0236,1078,406,18712,1,0.013,0,0,406,77,f,2
семена,семена,S,6,3,4,0.0243,1139,106,2396,0,0.0263,0,0,408,76,f,2
посадили,посадить,V,8,4,4,0.0185,1577.67,132,5698,0,0.0333,0,0,608,90,f,2
похожа,похожий,A,6,3,4,0.0289,985,192,11606,1,0.0278,0,0,408,72,m,2
сиди,сидеть,V,4,2,3,0.0068,1497.5,222,44096,1,0.0075,0,0,408,267,f,1
может,может,PART,5,2,4,0.0139,1053,282,20986,1,0.0175,0,0,408,114,m,1
одно,один,NUM,4,2,5,0.02,978,292,6886,0,0.0323,0,0,408,62,f,1
умке,умке,S,4,2,1,0.0107,1353,408,35894,0,0.0072,1,0,408,139,f,1
жужжит,жужжать,V,6,2,2,0.0413,1026,408,6594,1,0.0312,0,0,408,32,f,2
пчёлка,пчелка,S,6,2,2,0.0348,997,408,8322,1,0.0238,0,0,408,42,f,2
собака,собака,S,6,3,5,0.0292,1295,408,15104,1,0.0154,0,0,408,65,f,3
той,тот,P,3,1,5,0.0213,1490,140,14848,0,0.0127,0,0,140,79,f,1
пёс,пёс,S,3,1,3,0.0182,876.5,224,22108,1,0.0238,0,0,410,84,f,2
щёки,щека,S,4,2,3,0.0206,1066.5,226,3274,0,0.0227,0,0,410,88,f,2
работы,работа,S,6,3,5,0.0078,1201,252,26086,0,0.0117,0,0,410,171,f,1
может,может,PART,5,2,4,0.007,1093,410,39188,0,0.0056,0,0,410,179,f,1
умкой,умка,S,5,2,1,0.0267,607,410,2798,0,0.0161,0,0,410,62,f,2
реку,река,S,4,2,4,0.0067,871,410,5782,0,0.0044,0,0,410,226,f,3
собака,собака,S,6,3,5,0.0095,1301,410,12848,0,0.009,0,0,410,111,m,1
себя,себя,P,4,2,5,0.008,1365,410,15108,0,0.006,0,0,410,168,m,1
через,через,PR,5,2,5,0.0154,1216.5,140,3906,0,0.0177,0,0,412,113,f,1
бывал,быть,V,5,2,4,0.0057,1255.5,156,13860,0,0.0079,0,0,412,252,f,1
дрозды,дрозд,S,6,1,2,0.0351,1097,162,10298,1,0.0476,0,0,412,42,f,2
все,все,P,3,1,5,0.0071,1453.5,238,34294,0,0.0049,1,0,238,205,f,1
маленькая,маленький,A,9,4,5,0.0289,1130,240,13834,1,0.0323,0,0,412,62,m,1
народ,народ,S,5,2,5,0.0244,670.5,262,2832,0,0.029,0,0,412,69,f,2
посадили,посадить,V,8,4,4,0.0261,538,292,3072,1,0.0323,0,0,412,62,f,2
трактор,трактор,S,7,2,3,0.0203,862,412,3704,0,0.0119,0,0,412,84,f,3
цветов,цветы,S,6,2,4,0.023,1253,412,2588,0,0.0161,0,0,412,62,f,3
той,тот,P,3,1,5,0.0154,1176,412,16124,0,0.011,0,0,412,91,f,2
она,она,P,3,2,5,0.0087,806.5,122,18320,0,0.0062,0,0,5108,162,f,2
пёс,пёс,S,3,1,3,0.0141,1044.5,154,28590,1,0.0175,0,0,414,114,m,1
астры,астра,S,5,4,2,0.0224,871,154,16836,1,0.026,0,0,414,77,m,3
чернильницу,чернильница,S,11,4,2,0.0083,1216,172,64190,0,0.013,1,0,414,154,m,2
мышку,мышка,S,5,2,3,0.0151,633,200,22162,1,0.0211,0,0,414,95,f,2
собака,собака,S,6,3,5,0.0219,2176,202,5316,0,0.0128,1,0,1092,78,f,3
севера,север,S,6,2,4,0.0269,662.5,226,954,0,0.0323,0,0,414,62,f,2
мышку,мышка,S,5,2,3,0.0291,1134.5,240,13212,1,0.0161,0,1,562,62,m,1
может,может,PART,5,2,4,0.022,1976,414,16808,0,0.0123,0,0,580,81,m,3
называют,называть,V,8,3,5,0.0213,1352,414,1436,0,0.0152,0,0,414,66,f,3
шла,идти,V,3,1,5,0.0081,1415,414,2052,0,0.006,0,0,414,168,m,1
умка,умка,S,4,2,1,0.023,1039,130,300,0,0.0143,1,0,4344,70,f,3
собака,собака,S,6,3,5,0.01,1025,162,13724,1,0.0182,0,0,416,110,f,1
переделках,переделка,S,10,4,1,0.0209,856,174,4600,0,0.0227,0,0,416,88,f,2
называется,называться,V,10,5,5,0.0195,1075.5,176,13814,0,0.0133,0,0,1196,75,m,1
мясо,мясо,S,4,2,4,0.022,2278.5,176,9830,0,0.0128,1,0,176,78,f,3
переделках,переделка,S,10,4,1,0.0247,819,204,4912,0,0.0145,0,0,586,69,f,2
мальчики,мальчик,S,8,3,4,0.0115,1321,242,6872,0,0.0146,0,0,416,137,f,1
назвал,назвать,V,7,2,5,0.0196,1271.5,248,3128,0,0.0274,0,0,416,73,m,1
компьютер,компьютер,S,9,3,4,0.0403,1145.5,248,2434,0,0.05,0,0,416,40,f,2
зимой,зима,ADV,5,2,5,0.0271,675,252,14094,1,0.0323,0,0,416,62,f,2
лед,S,5,1,476,3,0.012,1268,416,6034,0,0.0092,1,0,416,109,m,2
ребята,ребята,S,6,3,5,0.0219,1092,132,11212,1,0.0282,0,0,418,71,m,1
детей,ребенок,S,5,2,4,0.0106,1048.5,172,17886,0,0.0127,0,0,418,158,m,1
заходит,заходить,V,7,3,4,0.0228,813,202,7400,0,0.0256,0,0,418,78,f,3
трактор,трактор,S,7,2,3,0.0221,1107,232,3110,0,0.022,0,0,418,91,f,2
цветов,цветы,S,6,2,4,0.0241,859.5,240,2934,0,0.0274,0,0,418,73,f,3
медведя,медведь,S,7,3,4,0.0197,1071.5,248,2254,0,0.0256,0,0,418,78,m,1
жужжит,жужжать,V,6,2,2,0.0328,2338.5,256,8388,1,0.037,0,0,418,54,f,3
деревьям,дерево,S,8,3,3,0.013,994.5,280,18634,0,0.022,0,0,418,91,f,1
той,тот,P,3,1,5,0.0132,1168.5,308,19428,1,0.0189,0,0,418,106,m,2
белая,белый,A,5,3,4,0.0196,1412,418,22392,1,0.0137,0,0,418,73,m,1
молодые,молодой,A,7,4,5,0.0233,1052,418,11508,0,0.0161,0,0,418,62,f,3
георгины,георгин,S,8,4,1,0.026,2057.5,170,15384,1,0.0274,0,0,420,73,m,3
подумала,подумать,V,8,4,5,0.0301,1184.5,180,5420,0,0.0154,1,0,180,65,f,3
хозяйстве,хозяйство,S,9,3,4,0.0249,737,182,11382,0,0.029,0,0,420,69,f,2
детей,ребенок,S,5,2,4,0.0104,1506,188,21280,0,0.0069,0,0,2390,145,f,3
конь,конь,S,4,1,4,0.009,1405.5,228,2126,1,0.0061,0,1,728,165,f,2
все,все,P,3,1,5,0.0076,1739.5,232,31852,1,0.009,0,0,420,221,f,1
белые,белый,A,5,3,5,0.0098,1261,240,43500,0,0.0148,0,0,420,135,f,1
сломанный,сломать,VP,9,3,1,0.0177,1871.5,244,1664,0,0.0215,0,0,420,93,f,3
умкой,умка,S,5,2,1,0.0228,1694,286,3216,0,0.0125,0,0,794,80,m,3
детей,ребенок,S,5,2,4,0.0143,1128,420,13126,0,0.0088,0,0,420,114,m,1
шуба,шуба,S,4,2,3,0.0125,1746,420,35010,1,0.0119,0,0,420,84,m,1
подумала,подумать,V,8,4,5,0.0218,1358,420,7460,0,0.0127,0,0,420,79,f,1
деревьям,дерево,S,8,3,3,0.0264,973,126,8558,1,0.0299,0,1,530,67,f,1
тёплая,теплый,A,6,3,4,0.0111,1447.5,178,40014,1,0.0144,0,0,422,139,f,1
разве,разве,PART,5,2,4,0.0104,1398,208,19186,0,0.0138,0,0,422,145,f,3
небось,небось,ADV,6,2,3,0.0203,1419,422,22904,1,0.0111,0,0,422,90,m,3
умка,умка,S,4,2,1,0.0257,2612.5,152,3546,0,0.0312,1,0,1416,64,m,3
ребенок,ребенок,S,7,3,4,0.0107,1028.5,242,24308,1,0.0127,0,0,424,158,m,1
зубах,зуб,S,5,2,4,0.0303,1060.5,262,2614,0,0.0192,1,0,262,52,f,2
трактором,трактор,S,9,3,2,0.0209,969.5,272,21378,1,0.0238,0,0,424,84,f,3
спит,спать,V,4,1,4,0.0121,1170,274,22116,1,0.016,0,0,424,125,f,1
устройств,устройство,S,9,2,3,0.0236,1019.5,284,8558,0,0.0256,0,0,424,78,f,1
хозяйстве,хозяйство,S,9,3,4,0.014,1959.5,296,21972,0,0.0167,0,0,424,120,f,2
жители,житель,S,6,2,5,0.0219,1356,424,494,0,0.0152,1,0,424,66,f,3
умка,умка,S,4,2,1,0.0231,1608.5,156,4656,0,0.025,0,0,426,80,m,3
волною,волна,S,6,3,2,0.0226,1818.5,202,17704,1,0.0256,0,0,426,78,f,3
ребята,ребята,S,6,3,5,0.0118,1347.5,268,25866,1,0.0146,0,0,426,137,f,1
чернильницу,чернильница,S,11,4,2,0.0252,523.5,272,17664,1,0.0299,0,0,426,67,f,2
пищат,пищать,V,5,2,2,0.025,1138,426,9682,1,0.0172,0,0,426,58,f,2
похожа,похожий,A,6,3,4,0.0299,1235,426,12758,1,0.0161,0,0,426,62,m,1
несёт,нести,V,5,2,4,0.0132,1707.5,158,10236,0,0.0083,0,0,866,120,f,3
поют,петь,V,4,2,4,0.0215,970.5,162,16928,0,0.0241,0,0,428,83,m,2
современный,современный,A,11,4,4,0.0269,1196,190,416,0,0.0241,1,0,428,83,f,3
помощью,помощь,S,7,3,5,0.0295,1707.5,214,6508,0,0.0317,0,0,428,63,f,3
называется,называться,V,10,5,5,0.0238,1116.5,222,12546,0,0.0128,0,0,768,78,f,1
своё,свой,A,4,2,5,0.016,1194.5,232,12386,0,0.011,1,0,922,91,f,2
снова,снова,ADV,5,2,5,0.0233,888,270,12390,1,0.0128,0,1,744,78,f,3
буратино,буратино,S,8,4,2,0.0167,918,276,484,0,0.0194,1,0,428,103,f,3
через,через,PR,5,2,5,0.0178,1527,280,2784,0,0.0196,0,0,428,102,f,3
белого,белый,A,6,3,4,0.0201,1612,428,3240,0,0.0137,0,0,428,73,m,1
астры,астра,S,5,4,2,0.0258,1132,428,14192,1,0.0152,0,0,428,66,f,3
реку,река,S,4,2,4,0.0306,1151,428,2146,0,0.0192,0,0,428,52,f,2
увидала,увидать,V,7,3,3,0.0224,1443.5,120,5170,0,0.0282,0,0,430,71,f,2
белого,белый,A,6,3,4,0.028,677.5,176,2006,0,0.0323,0,0,430,62,f,2
золотая,золотой,A,7,3,4,0.0269,1157.5,254,12904,1,0.0299,0,0,430,67,f,1
возмущала,возмущать,V,9,4,1,0.0206,1394,260,6328,1,0.0233,0,0,430,86,f,3
посеяли,посеять,V,7,4,1,0.0266,2420.5,280,1648,0,0.0274,1,0,430,73,m,3
тёплая,теплый,A,6,3,4,0.0109,1484,286,42246,1,0.0129,0,0,430,155,f,1
ребенок,ребенок,S,7,3,4,0.0289,1013,430,12090,0,0.0172,0,0,430,58,f,2
освоил,осваивать,V,6,3,1,0.0063,1692,430,64386,0,0.0052,0,0,430,192,m,1
трещат,трещать,V,6,2,2,0.0367,1107,430,792,0,0.0238,0,0,430,42,f,2
через,через,PR,5,2,5,0.0161,1279,430,2740,0,0.011,0,0,430,91,f,2
собака,собака,S,6,3,5,0.0135,1126,430,31986,1,0.0094,0,0,430,106,m,2
которого,который,P,8,3,5,0.044,1009,170,5178,0,0.0278,1,0,170,36,f,2
переделках,переделка,S,10,4,1,0.0242,2503.5,200,4836,0,0.025,0,0,432,80,m,3
снова,снова,ADV,5,2,5,0.0087,883.5,200,32432,1,0.0115,0,0,432,174,m,2
той,тот,P,3,1,5,0.0208,1271,206,12054,0,0.0132,0,0,1568,76,m,1
дикие,дикий,A,5,2,4,0.0198,1289,220,13076,0,0.023,1,0,432,87,m,1
себя,себя,P,4,2,5,0.007,858.5,232,12056,0,0.0088,0,0,432,226,f,3
разноцветные,разноцветный,A,12,4,3,0.0313,1382.5,276,13476,1,0.0294,0,0,432,68,f,3
делает,делать,V,6,3,5,0.0281,672,432,7826,0,0.0161,1,0,432,62,f,2
севера,север,S,6,2,4,0.0239,958,432,882,0,0.0143,0,0,432,70,f,3
когда,когда,ADV,5,2,5,0.0212,1207,432,4682,0,0.0161,1,0,432,62,f,1
живёт,жить,V,5,2,5,0.0235,1851.5,126,4174,0,0.025,0,0,434,80,m,3
увидала,увидать,V,7,3,3,0.024,1026.5,232,7020,0,0.0286,0,0,434,70,f,3
что,что,CON,3,1,5,0.0119,724,236,11240,0,0.0164,0,0,434,122,f,2
мышка,мышка,S,5,2,3,0.0305,1259.5,250,11798,1,0.0323,0,0,434,62,m,1
поют,петь,V,4,2,4,0.0272,1276.5,178,14126,1,0.0299,0,0,436,67,f,1
дикие,дикий,A,5,2,4,0.0256,998.5,194,5730,0,0.0172,0,0,704,58,f,2
когда,когда,ADV,5,2,5,0.0301,1646,196,2638,0,0.0159,1,0,542,63,f,3
переделках,переделка,S,10,4,1,0.0232,2129,218,6554,0,0.0123,1,0,218,81,m,3
когда,когда,ADV,5,2,5,0.0213,819,254,3742,0,0.023,0,0,436,87,f,3
метко,метко,ADV,5,2,3,0.0244,2481.5,292,1602,0,0.025,0,0,436,80,m,3
площадках,площадка,S,9,3,3,0.0213,999,436,11370,1,0.0135,0,1,2116,74,f,3
мясо,мясо,S,4,2,4,0.0311,1107,436,8822,0,0.0192,0,0,436,52,f,2
похожа,похожий,A,6,3,4,0.0302,1411,138,12030,1,0.0159,0,1,748,63,f,3
летом,лето,ADV,5,2,5,0.0238,1334,152,17634,1,0.025,0,0,438,80,m,3
георгины,георгин,S,8,4,1,0.0317,1346.67,162,15392,1,0.0441,0,0,438,68,f,3
она,она,P,3,2,5,0.0092,711,194,22110,0,0.0108,0,0,438,185,f,1
компьютер,компьютер,S,9,3,4,0.0292,1275.5,212,2968,0,0.0328,0,0,438,61,f,1
детей,ребенок,S,5,2,4,0.0082,580,246,29096,0,0.0108,0,0,438,185,f,2
подумала,подумать,V,8,4,5,0.0163,1170,276,10982,0,0.0088,0,0,628,113,f,1
трактор,трактор,S,7,2,3,0.0145,1911,284,8166,0,0.0167,0,0,438,120,f,2
увидала,увидать,V,7,3,3,0.0128,1504,438,12026,0,0.0079,0,0,438,127,f,3
делает,делать,V,6,3,5,0.0173,2003.33,116,10524,0,0.0316,1,0,440,95,f,2
трактор,трактор,S,7,2,3,0.0246,2335.67,118,7908,0,0.0125,1,0,118,80,m,3
собака,собака,S,6,3,5,0.0233,1854,118,374,0,0.0385,1,0,440,78,f,3
несёт,нести,V,5,2,4,0.012,896,128,13610,0,0.0082,0,0,2326,122,f,2
августе,август,S,7,3,4,0.023,1170,146,13494,1,0.0282,0,0,440,71,m,1
льдам,лед,S,5,2,1,0.0129,1325.5,158,32614,1,0.0157,0,0,440,127,f,3
чем,что,CON,3,1,5,0.0233,2524,166,20324,1,0.0256,0,1,1263,78,f,3
воспитывают,воспитывать,V,11,5,1,0.0222,1024,218,10012,0,0.0227,0,0,440,88,f,2
собака,собака,S,6,3,5,0.0183,1453,218,346,0,0.0196,1,0,440,102,f,3
конь,конь,S,4,1,4,0.0601,1051.5,242,1836,0,0.037,0,0,242,27,f,2
конь,конь,S,4,1,4,0.0233,1110.5,244,816,0,0.022,0,0,440,91,f,2
другая,другой,A,6,3,5,0.0072,791.5,268,14952,0,0.0088,0,0,440,226,f,3
сразу,сразу,ADV,5,2,4,0.0222,1051.5,276,22542,1,0.0227,0,1,598,88,f,2
бывал,быть,V,5,2,4,0.0064,1393,440,10422,0,0.0052,0,0,440,192,m,1
жук,жук,S,3,1,3,0.0235,1533,440,4036,0,0.0128,0,0,440,78,f,3
девочки,девочка,S,7,3,5,0.0246,1166,440,728,0,0.0161,0,0,440,62,f,3
молодые,молодой,A,7,4,5,0.0104,1004,440,27716,1,0.0077,0,0,440,130,f,2
она,она,P,3,2,5,0.0229,1493,440,10994,0,0.0127,0,0,440,79,f,1
зимой,зима,ADV,5,2,5,0.024,1530.5,130,17142,1,0.025,0,0,442,80,m,3
сел,садиться,V,3,1,4,0.0068,1063.33,146,1192,0,0.0079,1,0,312,254,m,1
буратино,буратино,S,8,4,2,0.0212,1529,150,176,1,0.0233,0,0,442,86,f,3
трактором,трактор,S,9,3,2,0.0168,1342,170,27496,1,0.019,0,0,442,105,m,1
себя,себя,P,4,2,5,0.019,1017.5,170,7480,0,0.0187,0,0,442,107,m,2
мышке,мышка,S,5,2,1,0.0294,1147,204,1528,0,0.0164,0,0,614,61,f,1
метко,метко,ADV,5,2,3,0.0604,891,228,2390,0,0.0741,0,0,442,27,f,2
умке,умке,S,4,2,1,0.0287,662,442,13054,1,0.0161,0,0,442,62,f,2
спит,спать,V,4,1,4,0.0241,852,442,11256,1,0.0128,0,1,670,78,f,3
траве,трава,S,5,2,4,0.0377,1121,442,326,0,0.0238,1,0,442,42,f,2
той,тот,P,3,1,5,0.0137,1523,116,15308,0,0.0083,1,0,820,120,f,3
умке,умке,S,4,2,1,0.0339,1449.5,124,12582,1,0.0317,0,0,444,63,f,3
увидала,увидать,V,7,3,3,0.0087,1141.5,194,14598,0,0.0106,0,0,854,188,m,1
маленькая,маленький,A,9,4,5,0.0151,648,206,27544,1,0.0175,0,0,444,114,f,1
гоняет,гонять,V,6,3,1,0.0188,2341,224,27164,1,0.0215,0,0,444,93,f,3
собаки,собака,S,6,3,5,0.0184,1470.5,240,15230,0,0.0098,0,0,1128,102,f,3
при,при,PR,3,1,5,0.0076,1420.5,258,47288,1,0.0049,0,1,1032,205,f,1
сиди,сидеть,V,4,2,3,0.0236,1971,278,14518,1,0.0123,1,0,278,81,m,3
лед,S,5,1,476,3,0.007,966,298,17230,0,0.0108,0,0,444,186,f,1
арктики,арктика,S,7,3,3,0.023,1229.5,148,5516,0,0.0303,0,0,446,66,f,3
умка,умка,S,4,2,1,0.029,615,162,3694,0,0.0323,0,0,446,62,f,2
собаки,собака,S,6,3,5,0.0129,1385.5,182,23862,1,0.0092,1,0,182,109,m,2
работы,работа,S,6,3,5,0.0096,998,198,26264,0,0.0055,1,0,198,182,m,1
мясо,мясо,S,4,2,4,0.0094,625,224,13358,0,0.0108,0,0,446,185,f,1
поют,петь,V,4,2,4,0.0261,1089.5,268,13476,1,0.0172,1,0,268,58,f,2
помощью,помощь,S,7,3,5,0.0307,1449,284,5956,0,0.0328,0,0,446,61,f,3
берлогу,берлога,S,7,3,2,0.0271,2008.5,286,8206,0,0.0312,0,0,446,64,m,3
заменяет,заменять,V,8,4,3,0.0211,1124.5,288,7130,0,0.0274,0,0,446,73,m,1
деревьям,дерево,S,8,3,3,0.0149,1456,446,12276,0,0.0128,0,0,446,78,m,2
сразу,сразу,ADV,5,2,4,0.011,1475.5,156,33458,1,0.0058,0,0,156,172,f,1
собака,собака,S,6,3,5,0.0082,1143,280,57324,1,0.006,0,1,740,168,f,1
лошадей,лошадь,S,7,3,5,0.0197,1075,448,7500,0,0.011,0,0,448,91,f,3
трактор,трактор,S,7,2,3,0.017,1598,448,6376,0,0.0095,0,0,448,105,m,1
лед,S,5,1,476,3,0.0084,1919,448,32110,0,0.0064,1,0,448,157,f,2
дощечке,дощечка,S,7,3,2,0.1427,1015,448,1542,1,0.0833,0,0,448,12,f,2
маленькая,маленький,A,9,4,5,0.0391,2164,448,10610,1,0.0227,0,0,448,44,f,3
которого,который,P,8,3,5,0.0319,1006,128,3112,0,0.0139,0,0,4834,72,m,2
собака,собака,S,6,3,5,0.0234,1221.5,140,370,0,0.0282,1,0,450,71,f,2
она,она,P,3,1,5,0.0316,1245,178,12276,1,0.0323,0,0,450,62,m,1
горшок,горшок,S,6,2,2,0.0216,1548.5,196,3662,0,0.0222,0,0,450,90,m,3
бывал,быть,V,5,2,4,0.018,1396.5,216,4568,0,0.0087,0,0,1780,115,m,1
когда,когда,ADV,5,2,5,0.03,1185.5,218,2218,0,0.0328,0,0,450,61,f,1
горшок,горшок,S,6,2,2,0.0114,1002,226,3130,0,0.0127,0,0,450,158,m,1
детей,ребенок,S,5,2,4,0.0296,1334,228,14186,0,0.0282,0,0,450,71,f,3
разве,разве,PART,5,2,4,0.0135,911,246,16450,0,0.0145,0,0,450,138,m,2
маленькая,маленький,A,9,4,5,0.0436,1069,450,9072,0,0.025,0,0,450,40,f,2
трактором,трактор,S,9,3,2,0.0097,1067.33,136,46174,0,0.0055,0,0,2598,182,m,1
весной,весна,ADV,6,2,5,0.0272,1025.5,148,528,0,0.0303,1,0,452,66,f,3
щёки,щека,S,4,2,3,0.0077,822.5,158,1636,0,0.0104,0,0,452,193,f,2
тёплая,теплый,A,6,3,4,0.0345,1507,166,14950,1,0.0159,0,1,734,63,f,3
хватается,хвататься,V,9,4,2,0.02,900,192,21594,1,0.0238,0,0,452,84,f,2
лед,S,5,1,476,3,0.0235,1283,216,4264,0,0.0253,0,0,452,79,f,1
через,через,PR,5,2,5,0.0235,1210.5,304,2668,0,0.0253,0,0,452,79,f,1
щёки,щека,S,4,2,3,0.0195,1180,452,3018,0,0.0125,0,0,2228,80,f,3
тундру,тундра,S,6,2,2,0.0246,839,452,7862,0,0.0128,0,0,452,78,f,3
когда,когда,ADV,5,2,5,0.046,1119,452,1862,0,0.0278,1,0,452,36,f,2
когда,когда,ADV,5,2,5,0.0195,1463,452,4044,0,0.0127,0,0,452,79,m,2
конь,конь,S,4,1,4,0.02,1108.5,108,338,0,0.011,1,0,926,91,f,3
собака,собака,S,6,3,5,0.0124,852,116,13792,0,0.0246,1,0,454,122,f,2
жук,жук,S,3,1,3,0.0356,2328.5,126,2746,0,0.037,0,0,454,54,f,3
мясо,мясо,S,4,2,4,0.0096,724.33,156,20782,0,0.0108,0,0,786,185,f,1
своё,свой,A,4,2,5,0.0109,1248,208,20720,1,0.0182,0,0,454,110,f,1
может,может,PART,5,2,4,0.0091,1312,210,51332,0,0.013,0,0,454,154,m,2
своё,свой,P,4,2,5,0.0251,931.5,218,13330,1,0.0286,0,0,454,70,f,3
помощью,помощь,S,7,3,5,0.0271,1125.5,222,6390,0,0.0339,0,0,454,59,f,2
современный,современный,A,11,4,4,0.0172,1548,228,6910,0,0.019,0,0,454,105,m,1
другая,другой,A,6,3,5,0.0195,966.5,296,9848,0,0.0187,0,0,454,107,m,2
своё,свой,A,4,2,5,0.0188,1331,342,11806,0,0.0196,0,0,454,102,f,3
белого,белый,A,6,3,4,0.0246,1540,454,2098,0,0.0125,0,0,454,80,m,3
воде,вода,S,4,2,5,0.0326,1041,252,4676,0,0.0385,0,0,456,52,f,2
посадили,посадить,V,8,4,4,0.0107,1180,258,9530,0,0.0148,0,0,456,135,f,1
августе,август,S,7,3,4,0.0213,1472,294,16594,1,0.0123,0,1,624,81,m,1
назвал,назвать,V,7,2,5,0.015,1792,456,4884,0,0.0083,0,0,456,120,f,2
затем,затем,CON,5,2,5,0.0215,1062,456,13538,0,0.0128,0,0,456,78,m,1
несёт,нести,V,5,2,4,0.0237,1445,456,10192,0,0.0127,0,0,734,79,f,1
она,она,P,3,1,5,0.0315,1479.33,147,91,1,0.0159,1,1,10499,63,f,3
спит,спать,V,4,1,4,0.0266,1017,170,12576,0,0.013,0,0,846,77,f,2
современный,современный,A,11,4,4,0.0242,1213.33,172,3640,0,0.033,0,0,458,91,f,2
жужжит,жужжать,V,6,2,2,0.0511,1172,226,3144,0,0.0312,0,0,1260,32,f,3
что,что,CON,3,1,5,0.0238,1418,232,7920,0,0.0127,1,0,232,79,f,1
разве,разве,PART,5,2,4,0.012,2200.5,244,16302,0,0.0148,0,0,458,135,f,2
лед,S,5,1,476,3,0.0171,1214.5,290,4342,0,0.022,0,0,458,91,f,2
белые,белый,A,5,3,5,0.0109,1288.5,306,44262,0,0.0131,0,0,458,153,f,2
посадили,посадить,V,8,4,4,0.0248,1148.5,326,5998,1,0.026,0,0,458,77,m,3
детей,ребенок,S,5,2,4,0.0123,1109,458,16816,0,0.0078,0,0,624,128,f,2
небось,небось,ADV,6,2,3,0.0203,800,458,22686,1,0.0119,0,0,458,84,f,2
сел,садиться,V,3,1,4,0.0185,1055,458,1316,0,0.0098,0,0,458,102,f,3
пёс,пёс,S,3,1,3,0.0078,1035,458,73712,1,0.0052,0,0,458,193,f,2
белого,белый,A,6,3,4,0.035,1466,458,1362,0,0.0159,0,0,458,63,f,3
десятков,десяток,S,8,3,4,0.0217,1070,176,8172,0,0.0274,0,0,460,73,m,1
может,может,PART,5,2,4,0.0081,856.67,178,37820,1,0.0138,0,0,460,217,f,1
ухаживали,ухаживать,V,9,5,3,0.0265,928.5,210,12528,1,0.0274,0,0,460,73,f,3
работы,работа,S,6,3,5,0.0217,1166,228,12806,1,0.0137,0,1,994,73,m,1
ребята,ребята,S,6,3,5,0.0208,1673.5,234,15060,0,0.0222,0,0,460,90,f,2
медведя,медведь,S,7,3,4,0.0086,2036,288,7792,0,0.0127,0,0,460,157,f,2
несколько,несколько,ADV,9,3,5,0.0217,1028.5,294,7622,0,0.0274,0,0,460,73,m,1
увидала,увидать,V,7,3,3,0.0132,1252,294,10162,0,0.016,0,0,460,125,f,1
