modern_name,old_name_sep,id
"Гуревич, Л. Я.","Гуревичъ, Л. Я.",1776
"Гуревич, Я. Г.","Гуревичъ, Я. Г.",2066
"Гурская, Н. П.","Гурская, Н. П.",1796
"Гурьев, В. П.","Гурьевъ, В. П.",1939
"Гурьев, В. П.","Гурьевъ, В. П.",1939
"Гурьев, П.","Гурьевъ, П.",346
"Гурьев, П.","Гурьевъ, П.",553
"Гусаренко, П. И.","Гусаренко, П. И.",2022
"Гусев, А.","Гусевъ, А.",1515
"Гусев, М.","Гусевъ, М.",530
"Гусев, М. М.","Гусевъ, М. М.",683
"Гусевский, С.","Гусевскій, С.",925
"Гусеницы, тит. сов.","Гусеницы, тит. сов.",565
"Гутман, Б. А.","Гутманъ, Б. А.",1980
"Гутовский, В.","Гутовскій, В.",1826
"Гухман, А.","Гухманъ, А.",1847
"Д-р Бертенсон, И.","Д-ръ Бертенсонъ, І.",1023
"Давидович, А.","Давидовичъ, А.",797
"Давыдов, В. В.","Давыдовъ, В. В.",1419
"Давыдов, П. Ф.","Давыдовъ, П. Ф.",2486
"Давыдов, проф.","Давыдовъ, проф.",348
"Давыдов, Я. А.","Давыдовъ, Я. А.",2377
"Давыдова, А.","Давыдова, А.",2191
"Давыдова, А. А.","Давыдова, А. А.",2466
Данилевский,Данилевскій,359
"Данилевский, В. Я.","Данилевскій, В. Я.",2467
"Данилевский, Г. П.","Данилевскій, Г. П.",1005
"Данилло, С. Н.","Данилло, С. Н.",1953
"Даркшевич, Л.","Даркшевичъ, Л.",1107
"Даровский, В. Н.","Даровскій, В. Н.",1822
"Даценко, В. А.","Даценко, В. А.",1575
"Дашкевич, Н. П.","Дашкевичъ, Н. П.",1404
"Дашков, А. Д.","Дашковъ, А. Д.",1363
"Дашкова, Е. Р., княгиня","Дашкова, Е. Р., княгиня",11
"Дашковский, Н. П.","Дашковскій, Н. П.",1404
"Двигубский, И. А.","Двигубскій, И. А.",257
"Де Веки, Ф. В.","Де Веки, Ф. В.",1591
"Де Монфор, О.","Де Монфоръ, О.",1229
"Де-Брюкс, А.","Де-Брюксъ, А.",649
"Де-Каррьер, А.","Де-Каррьеръ, А.",444
"Де-Лакра, И.","Де-Лакра, И.",166
"Де-Лонэ, Э. П.","Де-Лонэ, Э. П.",1057
"Де-Пуле, М.","Де-Пуле, М.",441
"Де-Рошефор, Н. И., проф.","Де-Рошефоръ, Н. И., проф.",1111
"Де-Санглен, Я. И., проф.","Де-Сангленъ, Я. И., проф.",143
"Де-Сюзор, Ю.","Де-Сюзоръ, Ю.",1530
"Девриен, А. Ф.","Девріенъ, А. Ф.",1541
"Дедов, М. В.","Дѣдовъ, М. В.",2854
"Дейтман, А.","Дейтманъ, А.",524
"Деклерон, Э. П.","Деклеронъ, Э. П.",1111
"Деклерон, Э. П.","Деклеронъ, Э. П.",1494
Делоне Б.,Делоне Б.,1028
"Делоне, Б. П.","Делоне, Б. П.",579
"Дельвиг, А. А., барон","Дельвигъ, А. А., баронъ",317
"Деменьтьев, Н.","Деменьтьевъ, Н.",1089
"Демидов, Сан-Донато","Демидовъ, Санъ-Донато",1435
"Демин, А. Г.","Деминъ, А. Г.",2375
"Демис, Л.","Демисъ, Л.",871
"Демолль, И.","Демолль, И.",335
"Демчинский, Н.","Демчинскій, Н.",1558
"Демьянович, А., свящ.","Демьяновичъ, А., свящ.",1310
"Денисенко, П.","Денисенко, П.",1808
"Деньковский, Г. Д., д-р","Деньковскій, Г. Д., д-ръ",665
"Депп, Н.","Деппъ, Н.",1074
"Дерикер, В.","Дерикеръ, В.",1109
"Дерикер, В. В.","Дерикеръ, В. В.",349
"Дерикер, В. В.","Дерикеръ, В. В.",716
"Дерикер, В. В.","Дерикеръ, В. В.",733
"Дернов, А.","Дерновъ, А.",2443
"Дершау, Ф. К.","Дершау, Ѳ. К.",468
"Дершау, Ф. К.","Дершау, Ѳ. К.",489
"Дерюжинский, В. Ф.","Дерюжинскій, В. Ѳ.",2410
"Дерюжинский, В. Ф.","Дерюжинскій, В. Ѳ.",2684
"Джавров, З. Д.","Джавровъ, З. Д.",2697
"Дик, Г. Д.","Дикъ, Г. Д.",2426
"Длинберг, Н. А.","Длинбергъ, Н. А.",1976
"Длинберг, Н. А.","Длинбергъ, Н. А.",1976
"Длусский, С. М.","Длусскій, С. М.",1708
"Дмитревский, А. М.","Дмитревскій, А. М.",2235
"Дмитревский, А. М.","Дмитревскій, А. М.",2291
"Дмитревский, Д. Ф.","Дмитревскій, Д. Ѳ.",72
"Дмитриев-Кавказский, Л. Е.","Дмитріевъ-Кавказскій, Л. Е.",1678
"Дмитриев, А. А.","Дмитріевъ, А. А.",2218
"Дмитриев, В.","Дмитріевъ, В.",185
"Дмитриев, И. А.","Дмитріевъ, И. А.",2510
"Дмитриев, М. М.","Дмитріевъ, М. М.",1249
"Дмитриев, М. М.","Дмитріевъ, М. М.",1411
"Дмитриев, М. М.","Дмитріевъ, М. М.",1883
"Дмитриев, П. М.","Дмитріевъ, П. М.",1149
"Дмитриев, П. М.","Дмитріевъ, П. М.",1150
"Дмитриев, П. М.","Дмитріевъ, П. М.",1380
"Дмитриев, П. М.","Дмитріевъ, П. М.",1397
"Дмитровский, Д. И.","Дмитровскій, Д. И.",693
"Доббельт, А. Г.","Доббельтъ, А. Г.",2541
"Добржанский, И. Р.","Добржанскій, И. Р.",1115
"Добровольский, В.","Добровольскій, В.",2264
"Добровольский, И.","Добровольскій, И.",229
"Добродеев, С.","Добродѣевъ, С.",1488
"Добродеев, С. Е.","Добродѣевъ, С. Е.",537
"Добродеев, С. Е.","Добродѣевъ, С. Е.",1147
"Добродеев, С. Е.","Добродѣевъ, С. Е.",1236
"Добродеев, С. Е.","Добродѣевъ, С. Е.",1977
"Добродеев, С. Е.","Добродѣевъ, С. Е.",2406
"Добромыслов, П.","Добромысловъ, П.",2120
"Добронизский, А. В.","Добронизскій, А. В.",286
"Доброславин, А. П.","Доброславинъ, А. П.",1181
"Доброславин, А. П.","Доброславинъ, А. П.",1636
"Доброславин, А. П.","Доброславинъ, А. П.",1992
"Добротворский, В., прот.","Добротворскій, В., прот.",723
Доврись-до-нельзя,Доврись-до-нельзя,1579
"Довяковский, Н. Н.","Довяковскій, Н. Н.",2389
"Довяковский, Н. Н.","Довяковскій, Н. Н.",2389
"Довяковский, Н. Н.","Довяковскій, Н. Н.",2691
"Долго-кой, В. Г.","Долго-кой, В. Г.",1154
"Долгоруков, В. А.","Долгоруковъ, В. А.",2714
"Долгорукой, В., князь","Долгорукой, В., князь",6
"Доливо-Добровольский, И. Е.","Доливо-Добровольскій, І. Е.",1294
"Долинский, В.","Долинскій, В.",975
"Долинский, В.","Долинскій, В.",989
"Долинский, П.","Долинскій, П.",1491
"Долотов, А. И.","Долотовъ, А. И.",976
"Долотов, А. И.","Долотовъ, А. И.",1038
"Домашнев, С. Г.","Домашневъ, С. Г.",45
Донкихотский,"Донкихотскій,",2664
"Достоевский, М. М.","Достоевскій, М. М.",681
"Достоевский, М. М.","Достоевскій, М. М.",826
"Достоевский, Ф. М.","Достоевскій, Ѳ. М.",1106
"Драгендорф, Г., д-р","Драгендорфъ, Г., д-ръ",822
"Драгоманов, П. Д.","Драгомановъ, П. Д.",907
"Драгомирецкий, В. С.","Драгомирецкій, В. С.",2316
"Драгомирецкий, В. С.","Драгомирецкій, В. С.",2438
"Драгомирецкий, В. С.","Драгомирецкій, В. С.",2593
"Драгомирецкий, В. С.","Драгомирецкій, В. С.",2594
Драгутин-Чех,Драгутинъ-Чехъ,1452
"Драницин, В. А.","Драницинъ, В. А.",1709
"Драшусов, В.","Драшусовъ, В.",479
"Дружинин, А. В.","Дружининъ, А. В.",349
"Дружинин, В. Г.","Дружининъ, В. Г.",1815
"Дружинин, П. М.","Дружининъ, П. М.",6
"Дружинин, П. М.","Дружининъ, П. М.",151
"Дружинин, П. М.","Дружининъ, П. М.",153
"Дубелир, Д. П.","Дубелиръ, Д. П.",2296
"Дубенский, Д.","Дубенскій, Д.",226
"Дубенский, Н. Я.","Дубенскій, Н. Я.",14
"Дубецкий, В.","Дубецкій, В.",1469
"Дубовицкий, П. А.","Дубовицкій, П. А.",457
"Дубровин, Н. Ф.","Дубровинъ, Н. Ф.",1050
"Дуброво, И. И.","Дуброво, И. И.",1214
"Дубровский, П.","Дубровскій, П.",451
"Дудышкин, С. С.","Дудышкинъ, С. С.",429
"Думашевский, А.","Думашевскій, А.",884
"Думашевский, А.","Думашевскій, А.",1011
"Дурново, И.","Дурново, И.",1098
"Дурново, И. С.","Дурново, И. С.",901
"Дурново, И. С.","Дурново, И. С.",1267
"Дурново, Н. И.","Дурново, Н. И.",901
"Дурново, Н. Н.","Дурново, Н. Н.",1362
"Дурышкин, К.","Дурышкинъ, К.",980
"Дурышкин, К.","Дурышкинъ, К.",988
Дымчевич,"Дымчевичъ,",444
"Дьяконов, М. А.","Дьяконовъ, М. А.",2284
"Дьяконов, П. А.","Дьяконовъ, П. А.",1882
"Дьяконов, П. И.","Дьяконовъ, П. И.",1214
"Дьяконов, П. И.","Дьяконовъ, П. И.",2098
"Дьяконов, П. И.","Дьяконовъ, П. И.",2151
"Дьяконов, П. И.","Дьяконовъ, П. И.",2617
"Дьяченко, С. Г.","Дьяченко, С. Г.",2497
"Дьячков-Тарасов, А.","Дьячковъ-Тарасовъ, А.",2724
"Дюков, Е. Я.","Дюковъ, Е. Я.",2793
"Дюфур, С.","Дюфуръ, С.",481
"Дягилев, С. П.","Дягилевъ, С. П.",2183
"Дягилев, С. П.","Дягилевъ, С. П.",2744
"Евдакимов, Е. А.","Евдакимовъ, Е. А.",1963
"Евдакимов, Е. А.","Евдакимовъ, Е. А.",2438
"Евдокимов, Л. В.","Евдокимовъ, Л. В.",1871
"Евдокимов, Л. В.","Евдокимовъ, Л. В.",2709
"Евреинов, А. М.","Евреиновъ, А. М.",1776
"Европеус, А. К.","Европеусъ, А. К.",1419
"Евсеев, Д. И.","Евсѣевъ, Д. И.",1777
"Евсеев, Д. И.","Евсѣевъ, Д. И.",1777
"Евтушевский, В. А.","Евтушевскій, В. А.",1000
"Евфимовский-Мировицкий, И. И.","Евфимовскій-Мировицкій, И. И.",1251
"Евфимовский-Мировицкий, И. И.","Евфимовскій-Мировицкій, И. И.",1287
"Егерский, Ф. В.","Егерскій, Ѳ. В.",2011
"Егиазаров, С. А.","Егіазаровъ, С. А.",507
"Егунов, А. Н.","Егуновъ, А. Н.",14
"Егунов, А. Н.","Егуновъ, А. Н.",806
"Едренов, И. И.","Едреновъ, И. И.",1513
"Езерский, Ф. В.","Езерскій, Ѳ. В.",2057
"Езерский, Ф. В.","Езерскій, Ѳ. В.",2487
"Езерский, Ф. В.","Езерскій, Ѳ. В.",2764
Екатерина II,Екатерина II,58
"Елагин, П. Н.","Елагинъ, П. Н.",2033
"Елагин, П. Н.","Елагинъ, П. Н.",2472
"Елагин, П. Н.","Елагинъ, П. Н.",2733
"Елиашевич, Я.","Еліашевичъ, Я.",1576
"Елисеев, Г. З.","Елисеевъ, Г. З.",682
"Елишев, А. И.","Елишевъ, А. И.",1350
"Елишев, А. И.","Елишевъ, А. И.",1626
"Ельцинский, В. И.","Ельцинскій, В. И.",579
"Енохович, А.","Еноховичъ, А.",1008
"Еристов, Д.","Еристовъ, Д.",1168
"Ерицов, А. Д.","Ерицовъ, А. Д.",1113
"Ермаков, В. П.","Ермаковъ, В. П.",1671
"Ермолаев, Г. И.","Ермолаевъ, Г. И.",425
"Ермолаев, М. С.","Ермолаевъ, М. С.",2561
"Ерофеев, В. Г.","Ерофѣевъ, В. Г.",474
"Ершов, Н. Г.","Ершовъ, Н. Г.",706
"Есаулова, Е. И.","Есаулова, Е. И.",732
"Есаулова, Е. И.","Есаулова, Е. И.",1484
"Есипов, Д. А.","Есиповъ, Д. А.",1405
"Есипов, Д. А.","Есиповъ, Д. А.",2053
"Ефименко, П. С.","Ефименко, П. С.",1917
"Ефимов, А.","Ефимовъ, А.",1515
"Ефимов, Д. П.","Ефимовъ, Д. П.",2534
"Ефремов, П. А.","Ефремовъ, П. А.",647
"Жаворонкова, М.","Жаворонкова, М.",2220
"Жарков, Д.","Жарковъ, Д.",1633
"Жасю, С.","Жасю, С.",2458
"Жданов, Н. А.","Ждановъ, Н. А.",1699
"Жекулин, С. И.","Жекулинъ, С. И.",2552
"Жекулин, С. И.","Жекулинъ, С. И.",2629
"Желваков, И. А.","Желваковъ, И. А.",2400
"Желиховский, И. П.","Желиховскій, И. П.",2525
"Желтов, И. М.","Желтовъ, И. М.",1082
"Желтов, И. М.","Желтовъ, И. М.",1296
"Желтухин, А. Д.","Желтухинъ, А. Д.",571
"Жемчужников, А. А.","Жемчужниковъ, А. А.",1247
"Жемчужников, А. А.","Жемчужниковъ, А. А.",1349
"Жемчужников, П. А.","Жемчужниковъ, П. А.",1105
"Жернаков, К.","Жернаковъ, К.",206
"Животов, Н. Н.","Животовъ, Н. Н.",1803
"Животов, Н. Н.","Животовъ, Н. Н.",1816
"Жигмановский, Е. Д.","Жигмановскій, Е. Д.",1415
